alimento,peso_crudo_g,peso_neto_g,energia_kcal,proteina_g,lipidos_g,hidratos_carbono_g,fibra_g,azucar_g,carga_glicemica,cantidad_sugerida,peso_bruto_g,ag_saturados_g,ag_monoinsaturados_g,ag_poliinsaturados_g,colesterol_g,categoria,cantidad,medida,acido_folico_g,vitamina_a_g,selenio_g,calcio_g,hierro_g,sodio_g,potasio_g,fosforo_g,zinc_g,acido_ascorbico_g
Brócoli cocido,92.0,92.0,26.0,2.7,0.4,3.7,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,taza,6.840000000000001e-05,0.0001895,0.0,0.0664,0.0064,0.0425,0.0008,0.0006,0.0,0.0
Brócoli crudo,88.0,71.0,19.0,2.1,0.3,3.4,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,pieza,1.18e-05,5.02e-05,0.0,0.034,0.0006,0.2317,0.0194,0.0,0.0,0.0
Calabacita alargada cruda,111.0,91.0,21.0,1.6,0.1,2.9,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,pieza,1.23e-05,2.3699999999999997e-05,0.0,0.0228,0.0005,0.1839,0.0009000000000000001,0.0,0.0,0.0
Calabacita redonda cruda,100.0,79.0,18.0,1.4,0.1,2.9,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,pieza,1.03e-05,2.05e-05,0.0,0.0107,0.0012,0.1596,0.0008,0.0,0.0,0.0
Calabaza de Castilla cocida,,110.0,22.0,0.8,0.1,5.4,0.1,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,taza,9.9e-06,1.6499999999999998e-05,0.0,0.0006,0.253,0.0011,0.033,0.0,0.0,0.0
Calabaza zapallo cocida,,55.0,22.0,0.5,0.0,5.8,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.25,pieza,0.0,2.26e-05,0.0,0.0003,0.0,0.0022,0.0,0.0,0.0,0.0
Col blanca rebanada,,58.0,23.0,0.6,0.1,5.4,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,taza,1.09e-05,1.3199999999999999e-05,0.0,0.0001,0.084,0.0023,0.0167,0.0,0.0,0.0
Cebolla cocida,,53.0,23.0,0.7,0.1,5.3,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.25,taza,7.9e-06,1.15e-05,0.0,0.0001,0.08700000000000001,0.0015,0.0185,0.0,0.0,0.0
Cebolla morada rebanada,,58.0,20.0,0.5,0.1,4.4,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,taza,0.0,1.8999999999999998e-05,0.0,0.0008,0.0903,0.0058,0.023,0.0,0.0,0.0
Cebollita de cambray sin raíz,,75.0,23.0,1.3,0.1,5.3,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,3.0,pieza,4.61e-05,5.179999999999999e-05,0.0,0.0011,0.1987,0.0115,0.266,0.0,0.0,0.0
Cebollitas en salmuera,,95.0,24.0,0.9,0.2,6.7,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,taza,0.0,4.45e-05,0.0,0.0,0.0,0.1916,0.0094,0.0,0.0,0.0
Champiñón cocido entero,,78.0,20.0,2.8,0.3,3.2,0.1,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,taza,1.56e-05,3.1e-06,0.0,0.0002,0.3089,0.008400000000000001,0.0735,0.0,0.0,0.0
Champiñón cocido rebanado,,70.0,18.0,2.5,0.2,2.8,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,taza,1.4e-05,2.8e-06,0.0,0.0002,0.2772,0.0,0.0,0.0,0.0,0.0
Champiñón crudo entero,,93.0,20.0,2.9,0.3,3.1,0.1,0.2,0.0,,,0.1,0.0,0.0,0.0,verduras,1.0,taza,1.49e-05,2.8e-06,0.0,0.0047,0.29610000000000003,0.08009999999999999,0.0,0.0,0.0,0.0
Champiñón crudo rebanado,,105.0,23.0,3.2,0.4,3.4,0.1,0.2,0.0,,,0.1,0.0,0.0,0.0,verduras,1.5,taza,1.68e-05,3.2e-06,0.0,0.0053,0.3339,0.0903,0.0,0.0,0.0,0.0
Chaya,,147.0,47.0,4.4,1.5,7.4,0.1,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,3.0,taza,0.0,0.00017199999999999998,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0
Chaya cocido picado,,80.0,19.0,0.5,0.4,4.1,0.1,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,taza,1.44e-05,1.04e-05,0.0,0.0002,0.0,0.1384,0.0008,0.0,0.0,0.0
Chayote crudo,,102.0,19.0,0.8,0.1,4.5,0.0,0.1,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,pieza,7.699999999999999e-06,9.35e-05,0.0,0.0171,0.0003,0.1256,0.002,0.0,0.0,0.0
Chapulí crudo,68.0,39.0,25.0,2.7,0.2,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,2.0,taza,0.0,0.0001315,0.0,0.0197,0.0019,0.0,0.0,0.0,0.0,0.0
Chícharo cocido,40.0,28.0,34.0,2.1,0.1,6.1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.25,taza,1.6e-05,2.52e-05,0.0,0.0108,0.0006,0.10840000000000001,0.0012,0.028399999999999998,0.003,0.0
Chícharo crudo con vaina,73.0,28.0,22.0,1.5,0.1,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,taza,1.1e-05,1.7899999999999998e-05,0.0,0.006900000000000001,0.0004,0.06720000000000001,0.0014,0.0468,0.002,0.0
Chícharo en vaina,53.0,53.0,21.0,1.7,0.1,3.4,0.1,0.1,0.0,,,0.0,0.0,0.0,0.0,verduras,0.3333333333333333,taza,2.55e-05,1.55e-05,0.0,0.0224,0.0011,0.128,0.0021000000000000003,0.0298,0.0,0.0
Chícharos y zanahorias congelados,48.0,48.0,25.0,1.6,0.2,5.3,0.1,0.1,0.0,,,0.0,0.0,0.0,0.0,verduras,0.25,taza,1.28e-05,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0
Chícaro cruda,141.0,121.0,24.0,1.5,0.2,4.1,0.1,0.1,0.0,,,0.1,0.0,0.0,0.0,verduras,3.0,taza,8.5e-06,0.0,0.0,0.0,0.001,0.0,0.38,0.0267,0.0,0.0
Chilacas crudas,90.0,76.0,19.0,1.1,0.3,3.6,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.5,pieza,2.3e-05,5.6e-06,0.0,0.0056,0.0008,0.0174,0.0,0.0,0.0,0.0
Chile ancho,6.0,6.0,6.0,0.6,0.3,4.8,0.1,0.1,0.0,,,0.0,0.0,0.0,0.0,verduras,6.0,g,1.1599999999999999e-05,2.14e-05,0.0,0.0897,0.0046,0.0,0.0,0.0,0.0,0.0
Chile chilaca,50.0,50.0,8.0,0.5,0.1,3.9,0.1,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,2.0,pieza,1.35e-05,1.24e-05,0.0,0.1355,0.0,0.0,0.0,0.0,0.0,0.0
Chile chipotle seco,64.0,54.0,29.0,1.2,0.5,4.9,0.1,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,4.0,pieza,1.05e-05,1.35e-05,0.0,0.124,0.0035,0.0,0.0,0.0,0.0,0.0
Chile costeño,54.0,50.0,20.0,0.8,0.2,4.3,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,4.0,pieza,1.1599999999999999e-05,2.02e-05,0.0,0.1714,0.0035,0.0,0.0,0.0,0.0,0.0
Chile cristalino,7.0,7.0,21.0,0.8,0.5,6.5,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,2.0,pieza,3.7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile cuaresmeño,150.0,150.0,7.0,0.8,0.6,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,150.0,g,7e-06,9.800000000000001e-06,0.0,0.0003,0.0,0.0,1.4349,0.0,0.0,0.0
Chile de árbol seco,7.0,7.0,21.0,1.5,0.5,3.6,0.1,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,4.0,pieza,0.00023009999999999998,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile escabeche,80.0,67.0,25.0,1.5,0.5,3.6,0.1,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,5.0,pieza,6.32e-05,0.00015549999999999999,0.0,0.0121,0.0016,0.2285,0.0,0.0,0.0,0.0
Chile guajillo,7.0,7.0,21.0,0.8,0.0,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,7.0,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile habanero,7.0,5.0,25.0,1.5,0.5,3.6,0.1,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,pieza,6.32e-05,0.00015549999999999999,0.0,0.0121,0.0016,0.2285,0.0,0.0,0.0,0.0
Chile jalapeño,9.0,90.0,23.0,1.1,0.5,4.6,2.2,0.0,0.0,,,0.0,0.0,0.2,0.2,verduras,1.0,pieza,3.13e-05,3.679999999999999e-05,0.0,0.0078,0.0005,0.1683,0.0,0.0,0.0,0.0
Chile morita,7.0,78.0,24.0,0.9,0.4,4.0,0.7,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,g,2.93e-05,0.0,0.0,0.0105,0.0005,0.0,0.0,0.0,0.0,0.0
Chile mulato,8.0,92.0,24.0,0.8,0.4,5.2,1.5,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,g,0.0002275,0.0,0.0,0.0074,0.001,0.0,0.0,0.0,0.0,0.0
Chile nacho (lata),92.0,92.0,19.0,0.3,0.7,4.0,0.6,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,g,5.76e-05,0.0,0.0,0.0108,0.0004,0.9752000000000001,0.0,0.0,0.0,0.0
Chile pasilla,7.0,92.0,27.0,0.6,0.2,3.3,0.1,0.0,0.0,,,0.0,0.0,0.1,0.1,verduras,1.0,pieza,0.00015759999999999998,0.0,0.0,0.0074,0.0,0.1088,0.0,0.0022,0.0,0.0
Chile poblano,1.0,40.0,15.0,0.8,0.3,4.0,0.8,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,pieza,5.11e-05,0.0,0.0,0.0096,0.0004,0.0,0.0,0.0011,0.0,0.0
Chile serrano,56.0,56.0,22.0,0.8,0.5,6.5,0.0,0.0,0.0,,,0.0,0.0,0.1,0.1,verduras,1.0,g,3.64e-05,0.0,0.0,0.007,0.0,0.439,0.0,0.0039,0.0,0.0
Chile en vinagre,150.0,150.0,23.0,0.5,0.2,4.3,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,pieza,0.0001246,0.0,0.0,0.0064,0.0,0.0,0.0,0.0,0.0,0.0
Chiles secos,7.0,7.0,120.0,3.5,0.6,44.0,3.4,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,pieza,0.00040439999999999996,8.04e-05,0.0,0.064,0.0021000000000000003,0.6252000000000001,0.5760000000000001,0.149,0.0,0.0
Cilantro picado crudo,75.0,75.0,28.0,4.3,0.4,4.1,1.4,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,taza,3.1899999999999996e-05,5.26e-05,0.0,0.036000000000000004,0.0006,0.0456,0.0256,0.016800000000000002,0.0,0.0
Clavo picado (hongo) crudo,112.0,112.0,17.0,1.0,0.2,6.0,2.6,0.0,0.0,,,0.0,0.0,0.1,0.1,verduras,1.0,taza,6.7e-06,4.7e-05,0.0,0.028100000000000003,0.0038,0.0,0.0,0.0,0.0,0.0
Col cruda picada,56.0,56.0,17.0,1.4,0.8,4.1,1.2,0.0,0.0,,,0.0,0.0,0.2,0.2,verduras,1.0,taza,3.14e-05,0.0,0.0,0.0319,0.0,0.0353,0.0,0.0,0.0,0.0
Col morada cruda picada,3.0,63.0,23.0,2.3,0.3,4.5,0.0,0.0,0.0,,,0.1,0.0,0.0,0.0,verduras,1.0,pieza,5.54e-05,3.78e-05,0.0,0.022600000000000002,0.0008,0.04,0.0,0.0,0.0,0.0
Colecta de Bruselas cocida,1.0,125.0,28.0,1.6,0.1,4.2,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,taza,3.71e-05,5.4999999999999995e-05,0.0,0.0456,0.0,0.0352,0.0,0.0,0.0,0.0
Coliflor cruda,2.0,80.0,20.0,2.1,0.2,4.2,2.2,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,taza,4.9e-05,2.77e-05,0.0,0.0218,0.0005,0.1877,0.0,0.0,0.0,0.0
Coliflor verde cocida,1.0,68.0,22.0,2.2,0.2,4.2,2.9,0.0,0.0,,,0.0,0.0,0.1,0.1,verduras,1.0,taza,4.7e-06,2.7e-06,0.0,0.0021000000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Coliflor verde cruda,128.0,78.0,24.0,2.3,0.2,4.8,0.0,0.0,0.0,,,0.0,0.0,0.1,0.1,verduras,2.0,taza,6.879999999999999e-05,4.45e-05,0.0,0.0258,0.0006,0.2342,0.018000000000000002,0.0484,0.0,0.0
Colinabo crudo,85.0,62.0,20.0,1.1,0.1,3.8,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,pieza,0.0,0.0,0.0,0.0149,0.0002,0.2172,0.012400000000000001,0.012400000000000001,0.0,0.0
Corazon de alcachofa crudo,25.0,25.0,16.0,0.6,0.0,4.1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,pieza,1.5e-06,1.85e-05,0.0,0.008,0.0002,0.0848,0.02,0.0,0.0,0.0
Corazon de lechuga crudo,130.0,124.0,12.0,1.2,0.0,4.4,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,pieza,6.2e-06,4.32e-05,0.0,0.0247,0.0006,0.1976,0.012400000000000001,0.0,0.0,0.0
Corazon de palmito cocido,99.0,99.0,27.0,2.4,0.6,4.5,0.0,0.0,0.0,,,0.0,0.0,0.3,0.3,verduras,3.0,pieza,9e-06,3.9e-05,0.0,0.057,0.0031000000000000003,0.17400000000000002,0.423,0.0,0.0,0.0
Creson cocido,135.0,135.0,31.0,2.6,0.8,5.2,0.0,0.0,0.0,,,0.2,0.4,0.0,0.0,verduras,1.0,taza,0.00031319999999999997,0.00031099999999999997,0.0,0.05,0.0824,0.47600000000000003,0.108,0.0,0.0,0.0
Creson limpio crudo,100.0,100.0,32.0,2.8,0.8,5.6,0.0,0.0,0.0,,,0.4,0.0,0.0,0.0,verduras,2.0,taza,0.000346,6.9e-05,0.0,0.08,0.01,0.0648,0.076,0.0,0.0,0.0
Crucetas crudas,116.0,66.0,21.0,1.3,0.2,4.1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,taza,2.7899999999999997e-05,2.6e-06,0.0,0.0067,0.0,0.0,0.0,0.0,0.0,0.0
Cuitlacoche cocido,40.0,34.0,25.0,0.9,0.1,5.8,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.3333333333333333,taza,1.1699999999999998e-05,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0
Echalot,27.0,27.0,29.0,3.0,1.3,4.9,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edamame,63.0,64.0,22.0,2.1,0.2,4.3,0.0,0.0,0.0,,,0.0,0.0,0.1,0.1,verduras,0.5,taza,2.06e-05,2.7499999999999998e-05,0.0,0.0162,0.0016,0.0004,0.15919999999999998,0.1382,0.0,0.0
Ejotes cocidos picados,129.0,150.0,22.0,2.3,0.3,4.3,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,8.0,pieza,2.9699999999999997e-05,0.00018319999999999998,0.0,0.06709999999999999,0.0011,0.0,0.14400000000000002,0.4051,0.0,0.0
Ejotitos de cambray,90.0,90.0,22.0,2.0,0.1,3.9,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,3.0,pieza,8.4e-06,9.999999999999999e-06,0.0,0.131,0.0,0.0,0.131,0.0,0.0,0.0
Endivia cruda,90.0,90.0,21.0,2.7,0.2,4.4,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,6.0,pieza,3.37e-05,0.0002328,0.0,0.1188,0.0007,0.122,0.0,0.0,0.0,0.0
Espárragos,120.0,120.0,28.0,3.4,0.4,4.4,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,taza,5.62e-05,8.3e-06,0.0,0.0032,0.0003,0.063,0.0943,0.05,0.0,0.0
Espinaca cocida,134.0,134.0,20.0,1.4,0.2,4.4,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,2.0,taza,0.00011659999999999999,6e-06,0.0,0.054,0.0012,0.05,0.14200000000000002,0.0,0.0,0.0
Flor de calabaza cocida,134.0,134.0,20.0,1.4,0.2,4.4,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,taza,0.00011659999999999999,6e-06,0.0,0.054,0.0012,0.05,0.14200000000000002,0.0,0.0,0.0
Flor de calabaza cruda,132.0,132.0,20.0,1.2,0.0,4.4,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,taza,0.000128,3.6e-05,0.0,0.076,0.0009000000000000001,0.0066,0.228,0.06470000000000001,0.0,0.0
Flor de colorín cocida,40.0,40.0,24.0,1.8,0.1,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,taza,0.0,1.48e-05,0.0,0.0432,0.001,0.0,0.0,0.0,0.0,0.0
Flor de colorín cruda,40.0,40.0,24.0,1.0,0.1,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,taza,0.0,1.48e-05,0.0,0.0432,0.001,0.0,0.0,0.0,0.0,0.0
Flor de garambullo,60.0,60.0,23.0,0.5,0.1,4.9,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.5,taza,1.26e-05,2.4e-05,0.0,0.055200000000000006,0.0026000000000000003,0.0,0.0,0.0,0.0,0.0
Flor de mauzey cruda,60.0,60.0,21.0,0.5,0.1,4.4,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.5,taza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flor de yuca cruda,50.0,50.0,19.0,1.3,0.2,3.0,0.0,0.0,0.0,,,0.0,0.1,0.0,0.0,verduras,1.5,taza,1.44e-05,3.54e-05,0.0,0.0684,0.0005,0.0004,0.0,0.0,0.0,0.0
Germen de alfalfa crudo,99.0,99.0,23.0,4.0,0.7,2.1,0.0,0.0,0.0,,,0.3,0.4,0.4,0.4,verduras,3.0,taza,0.00013509999999999998,6.840000000000001e-05,0.0,0.0317,0.0003,0.0004,0.0,0.0,0.0,0.0
Germen de lenteja crudo,19.0,19.0,20.0,1.7,0.1,4.3,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.25,taza,8.099999999999999e-06,3.17e-05,0.0,0.078,0.001,0.0003,0.062,0.0,0.0,0.0
Germen de soya cocido,31.0,31.0,25.0,2.7,0.2,3.7,0.0,0.0,2.0,,,0.0,0.0,0.0,0.0,verduras,0.3333333333333333,taza,4.7e-05,3e-07,0.0,0.0251,0.0005,0.0018000000000000002,0.0423,0.0,0.0,0.0
Haba verde,17.0,17.0,17.0,1.5,0.1,3.7,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,taza,1.9299999999999998e-05,2.6e-06,0.0,0.0032,0.0004,0.0006,0.033299999999999996,0.0,0.0,0.0
Hoja de Nori (alga),10.0,10.0,23.0,4.0,0.2,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,4.0,g,2.51e-05,0.00012509999999999998,0.0,0.1881,0.04,0.0304,0.0648,0.0,0.0,0.0
Hojas de amaranto cocidas,90.0,90.0,20.0,1.9,0.2,3.7,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,taza,3.9e-05,3.7e-05,0.0,0.0513,0.012,0.0,0.0,0.0,0.0,0.0
Hojas de amaranto crudas,118.0,118.0,21.0,2.2,0.3,3.6,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.5,taza,0.0001669,7.65e-05,0.0,0.1935,0.002,0.0,0.0,0.0,0.0,0.0
Hojas de chicoría crudas,36.0,36.0,19.0,1.0,0.3,3.3,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,2.5,taza,1.26e-05,0.0,0.0,0.008199999999999999,0.0011,0.0009000000000000001,0.369,0.0329,0.0,0.0
Hojas de diente de león,40.0,40.0,19.0,1.4,0.3,3.3,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,2.0,taza,0.0,6.73e-05,0.0,0.12040000000000001,0.0011,0.0611,0.5498999999999999,0.1429,0.0,0.0
Hojas de parra,23.0,,21.0,1.3,0.5,4.0,2.5,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,23.0,g,0.0003165,0.0,0.0,0.0835,0.0006,0.0021000000000000003,0.0,0.0,0.0,0.0
Hojas de pata de paloma,25.0,,17.0,0.7,0.3,3.5,0.4,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.25,taza,1.82e-05,0.0,0.0,0.0129,0.0013000000000000002,0.0,0.0,0.0262,0.0,0.0
"Hojas de remolacha, crudas",64.0,,14.0,1.4,0.1,2.8,2.4,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,2.0,hoja,0.00020219999999999998,0.0,0.0,0.07490000000000001,0.0016,0.0,0.0,0.1446,0.0,0.0
"Hojas de remolacha, cocidas",72.0,,19.0,1.9,0.1,3.9,2.1,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,taza,0.0006033999999999999,0.0,0.0,0.08209999999999999,0.0014,0.4877,0.0,0.17350000000000002,0.0,0.0
Hongo portobello crudo,81.0,,21.0,2.0,0.2,4.1,1.2,0.0,0.0,,,0.0,0.0,0.1,0.1,verduras,1.0,pieza,0.0,0.0,0.0,0.006500000000000001,0.0005,0.3944,0.0,0.055200000000000006,0.0,0.0
Hongo shiitake deshidratado,4.0,,11.0,0.3,0.0,2.7,1.2,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,pieza,1e-07,0.0,0.0,0.0004,0.0001,0.10590000000000001,0.0,0.0,0.0,0.0
Hongos crudos,63.0,,17.0,1.8,0.3,4.8,2.4,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,taza,1.3199999999999999e-05,0.0,0.0,0.012,0.0027,0.2331,0.0,0.06520000000000001,0.0,0.0
Huauzontle,40.0,,24.0,1.8,0.1,4.1,1.2,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,taza,0.0,7.599999999999999e-06,0.0,0.0,0.0003,0.1075,0.0,0.0,0.0,0.0
Huitlacoche cocido,66.0,,20.0,1.8,0.1,3.8,1.4,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.3333333333333333,taza,0.0,7.2e-06,0.0,0.0,0.0003,0.0901,0.0,0.0,0.0,0.0
Ibes frescos,31.0,,23.0,1.8,0.1,5.3,2.9,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.25,taza,7.2e-06,0.0,0.0,0.0003,0.0,0.0282,0.0,0.0,0.0,0.0
Jícama picada,60.0,,23.0,1.0,0.2,4.5,1.4,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,pieza,0.0,0.0,0.0,0.0,0.0,0.0264,0.0,0.0,0.0,0.0
Jitomate bola,116.0,,21.0,1.0,0.1,4.2,1.3,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,pieza,0.0,0.0,0.0,0.0108,0.0,0.0232,0.0,0.0,0.0,0.0
Jitomate cereza,108.0,,19.0,1.0,0.1,3.7,1.1,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,4.0,pieza,0.0,0.0,0.0,0.0095,0.0,0.0125,0.0,0.0,0.0,0.0
Jitomate deshidratado,95.0,,17.0,1.1,0.1,4.3,1.2,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,5.0,pieza,0.0,0.0,0.0,0.0125,0.0,0.0524,0.0,0.0,0.0,0.0
Jitomate guaje saladet,124.0,,23.0,1.1,0.2,4.8,1.5,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,2.0,pieza,0.0,0.0,0.0,0.012400000000000001,0.0,0.0292,0.0,0.0,0.0,0.0
Jitomate verde,123.0,,28.0,1.5,0.2,6.3,1.4,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,pieza,0.0,0.0,0.0,0.016,0.0,0.034,0.0,0.0,0.0,0.0
Jitomate (mitómate),75.0,65.0,23.0,1.0,0.1,4.6,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.0,pieza,5.48e-05,5.7999999999999995e-06,0.0,0.0381,0.0039,0.1335,0.005200000000000001,0.16130000000000003,0.0,0.0
Jugo de tomate,122.0,121.0,21.0,0.9,0.1,5.1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,taza,2.2199999999999998e-05,2.43e-05,0.0,0.012199999999999999,0.0005,0.2782,0.32680000000000003,0.027899999999999998,0.0,0.0
Jugo de verduras,121.0,59.0,23.0,0.8,0.1,5.5,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.5,taza,3.35e-05,2.5399999999999997e-05,0.0,0.013300000000000001,0.0005,0.2335,0.3267,0.09440000000000001,0.0,0.0
Jugo de zanahoria,59.0,46.0,24.0,0.6,0.1,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.25,taza,4.9999999999999996e-06,2.4e-06,0.0,0.0141,0.0003,0.1722,0.017,0.0564,0.0,0.0
Kale,135.0,141.0,23.0,1.7,0.4,4.5,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,0.6666666666666666,taza,0.0,8.659999999999999e-05,0.0,0.044700000000000004,0.0013000000000000002,0.33430000000000004,0.1108,0.2286,0.0,0.0
Lechuga,140.0,140.0,24.0,1.7,0.4,4.6,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,3.0,taza,0.00018409999999999998,0.0,0.0,0.046200000000000005,0.0014,0.0,0.0,0.0,0.0,0.0
Lechuga francesa,140.0,140.0,20.0,1.5,0.4,4.3,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,2.0,taza,0.0,0.0,0.0,0.046200000000000005,0.0014,0.0,0.0,0.0,0.0,0.0
Lechuga italiana,140.0,140.0,20.0,1.7,0.4,4.3,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,2.0,taza,0.0,0.0,0.0,0.046200000000000005,0.0014,0.0,0.0,0.0,0.0,0.0
Lechuga laja,105.0,105.0,20.0,1.3,0.2,4.2,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,1.5,taza,0.0,0.0,0.0,0.0112,0.0006,0.0,0.0,0.0,0.0,0.0
Lechuga orejona,140.0,140.0,24.0,1.7,0.4,4.6,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,verduras,2.0,taza,0.0,0.0,0.0,0.046200000000000005,0.0014,0.0,0.0,0.0,0.0,0.0
